From Date,Dummy,CO,NO2,Ozone,PM10,PM2.5,SO2,AQI
2016-02-21,1,0.88,44.93,93.75,151.99,66.93,28.19,151.99
2016-02-22,1,1.08,76.62,80.42,226.48,72.61,60.87,226.48
2016-02-23,1,3.65,128.7,43.29,386.67,94.61,95.35,386.67
2016-02-24,1,3.34,127.19,54.59,337.58,63.47,29.71,337.58
2016-02-25,1,1.62,69.04,79.27,264.62,102.85,21.47,264.62
2016-02-26,1,3.85,116.24,75.37,431.01,24.68,41.44,431.01
2016-02-27,1,3.5,95.78,68.2,228.12,45.47,37.93,228.12
2016-02-29,1,4.19,103.84,82.02,276.4,197.8,3.72,276.4
2016-02-03,1,3.67,113.32,81.24,297.94,49.47,10.12,297.94
2016-03-03,1,2.05,88.78,74.49,284.16,124.49,10.16,284.16
2016-06-03,1,1.33,65.78,64.24,192.73,77.75,27.56,192.73
2016-07-03,1,1.18,52.7,83.4,161.92,90.51,79.48,161.92
2016-08-03,1,1.62,69.13,78.03,175.0,90.49,101.27,175.0
2016-03-13,1,0.62,48.78,127.64,71.89,39.74,44.25,127.64
2016-03-14,1,2.92,74.91,64.62,196.02,97.31,74.56,196.02
2016-03-15,1,0.77,33.63,158.46,110.67,56.72,108.56,158.46
2016-03-16,1,1.11,69.08,71.89,146.58,43.3,38.49,146.58
2016-03-17,1,1.21,77.61,64.35,173.69,74.33,98.09,173.69
2016-03-18,1,3.54,103.34,59.96,307.85,131.03,27.18,307.85
2016-03-19,1,2.44,65.0,74.5,208.41,112.59,29.95,208.41
2016-03-20,1,1.49,63.01,73.97,152.24,64.67,26.82,152.24
2016-03-21,1,1.5,29.24,123.41,135.53,35.55,21.87,135.53
2016-03-22,1,1.5,46.55,112.58,126.83,55.12,32.09,126.83
2016-03-23,1,1.32,76.1,86.3,326.23,190.7,32.37,326.23
2016-03-24,1,2.63,91.98,87.14,282.63,142.86,35.02,282.63
2016-03-25,1,1.87,75.58,34.86,193.59,90.36,30.65,193.59
2016-03-26,1,0.79,42.11,88.34,149.33,57.35,26.72,149.33
2016-03-27,1,1.11,69.89,88.5,101.83,79.78,45.0,101.83
2016-03-28,1,1.01,69.25,98.34,175.9,85.82,45.97,175.9
2016-03-30,1,3.55,103.19,60.1,309.02,142.02,37.78,309.02
2016-09-04,1,1.02,69.79,96.6,182.57,77.42,44.58,182.57
2016-10-04,1,1.1,62.88,73.99,283.36,93.92,30.22,283.36
2016-11-04,1,0.57,36.92,118.57,233.15,74.3,29.67,233.15
2016-12-04,1,0.75,48.14,111.83,311.31,96.72,39.26,311.31
2016-04-13,1,1.87,72.2,80.91,310.79,124.51,55.57,310.79
2016-04-14,1,1.7,81.6,82.56,321.18,139.88,56.1,321.18
2016-04-15,1,5.43,135.09,26.51,367.77,133.06,51.91,367.77
2016-04-16,1,0.34,20.7,120.04,321.13,102.0,22.92,321.13
2016-04-17,1,0.87,55.88,66.82,275.15,100.11,33.06,275.15
2016-04-18,1,2.72,93.65,74.49,380.72,163.21,52.57,380.72
2016-04-19,1,1.82,67.15,80.24,355.68,134.69,49.61,355.68
2016-04-20,1,0.75,47.06,117.38,377.63,119.95,35.47,377.63
2016-04-21,1,1.19,78.86,92.77,316.19,134.81,46.24,316.19
2016-04-22,1,0.87,60.5,110.69,232.79,113.71,37.03,232.79
2016-04-23,1,2.9,97.26,136.51,342.9,181.01,56.25,342.9
2016-04-24,1,1.92,86.34,147.13,276.22,124.87,45.51,276.22
2016-04-25,1,3.6,129.58,132.71,326.85,154.94,44.43,326.85
2016-04-26,1,4.38,141.62,125.08,416.72,209.57,38.66,416.72
2016-04-27,1,3.24,108.75,130.42,562.78,261.08,60.77,562.78
2016-04-28,1,3.1,104.63,135.34,414.47,211.27,58.78,414.47
2016-04-29,1,4.61,178.68,61.55,350.89,155.85,45.8,350.89
2016-02-05,1,1.11,88.28,140.38,341.56,117.65,39.8,341.56
2016-03-05,1,1.31,95.64,52.24,415.38,166.56,43.1,415.38
2016-04-05,1,1.21,74.46,57.01,197.68,83.44,34.96,197.68
2016-05-05,1,0.65,53.5,90.75,118.56,51.99,30.47,118.56
2016-06-05,1,1.27,77.64,109.29,170.67,83.2,28.0,170.67
2016-07-05,1,1.58,97.5,97.43,235.88,111.54,39.61,235.88
2016-08-05,1,1.13,63.39,74.23,190.78,93.15,32.72,190.78
2016-09-05,1,1.05,65.36,80.26,174.03,86.52,36.62,174.03
2016-10-05,1,1.03,69.32,111.33,116.88,60.7,29.44,116.88
2016-11-05,1,1.15,62.6,73.72,147.83,78.74,21.54,147.83
2016-12-05,1,1.43,96.66,79.71,186.33,86.88,26.38,186.33
2016-05-13,1,1.24,77.32,107.39,224.2,93.75,26.98,224.2
2016-05-14,1,3.35,140.14,128.07,334.79,144.34,49.07,334.79
2016-05-15,1,2.06,98.11,83.48,274.03,122.33,36.07,274.03
2016-05-16,1,1.26,81.33,88.9,241.58,118.08,54.82,241.58
2016-05-17,1,1.76,113.45,73.46,257.96,126.12,53.83,257.96
2016-05-18,1,2.4,103.83,64.11,307.99,175.53,60.13,307.99
2016-05-19,1,32.19,58.17,45.44,212.16,63.82,24.47,212.16
2016-05-20,1,1.5,64.61,20.25,329.77,115.68,19.27,329.77
2016-05-21,1,1.0,44.1,47.22,209.17,84.78,20.29,209.17
2016-05-22,1,1.06,75.99,57.06,279.04,119.29,30.32,279.04
2016-05-23,1,0.67,43.38,50.81,103.25,48.27,21.34,103.25
2016-05-24,1,1.38,81.24,36.56,327.3,129.29,19.13,327.3
2016-05-25,1,0.87,65.53,40.5,339.74,134.18,16.53,339.74
2016-05-26,1,0.86,69.49,85.37,649.24,296.55,21.64,649.24
2016-05-27,1,0.81,57.02,42.53,462.01,168.17,22.67,462.01
2016-05-28,1,0.93,46.08,94.33,220.02,82.32,16.81,220.02
2016-05-29,1,0.77,43.86,64.03,164.7,60.63,16.14,164.7
2016-05-30,1,1.66,69.1,61.52,177.74,77.44,13.12,177.74
2016-05-31,1,0.79,49.59,57.13,178.75,72.44,14.85,178.75
2016-01-06,1,0.9,64.77,70.68,250.31,96.54,21.73,250.31
2016-02-06,1,1.87,93.32,106.94,308.88,119.02,27.16,308.88
2016-03-06,1,2.21,101.56,86.53,284.8,127.46,20.14,284.8
2016-04-06,1,1.5,63.56,45.75,221.54,99.85,17.05,221.54
2016-05-06,1,0.91,47.66,61.42,230.89,90.09,16.24,230.89
2016-06-06,1,1.91,61.22,30.47,223.8,89.26,17.44,223.8
2016-07-06,1,4.56,76.15,47.44,151.62,71.9,24.48,151.62
2016-08-06,1,0.98,59.29,33.03,225.97,88.67,17.81,225.97
2016-09-06,1,1.09,58.84,48.48,306.52,111.3,27.02,306.52
2016-10-06,1,0.78,55.18,64.66,196.17,75.04,16.27,196.17
2016-11-06,1,0.69,42.21,83.51,206.04,77.42,16.88,206.04
2016-12-06,1,0.82,47.11,41.58,353.31,136.51,19.55,353.31
2016-06-13,1,0.54,31.76,39.93,212.94,79.85,12.16,212.94
2016-06-14,1,1.22,62.49,18.47,367.39,144.41,15.83,367.39
2016-06-15,1,0.86,43.66,17.24,180.14,72.99,14.05,180.14
2016-06-16,1,0.84,46.35,29.97,124.53,54.93,16.75,124.53
2016-06-17,1,1.15,51.58,18.05,208.58,80.02,15.13,208.58
2016-06-20,1,1.02,47.92,12.71,77.64,11.24,9.97,77.64
2016-06-21,1,1.26,43.31,42.28,69.72,20.8,13.18,69.72
2016-06-22,1,1.18,45.92,34.71,140.9,45.27,14.78,140.9
2016-06-23,1,1.12,47.18,39.74,359.98,70.88,15.11,359.98
2016-06-24,1,1.43,54.9,37.37,264.02,80.75,17.83,264.02
2016-06-26,1,0.8,44.05,36.48,142.43,60.95,3.51,142.43
2016-06-27,1,1.02,52.92,38.1,104.3,48.74,8.46,104.3
2016-06-28,1,0.94,51.79,27.79,93.64,38.0,9.08,93.64
2016-06-29,1,0.96,43.84,26.95,106.59,38.33,8.63,106.59
2016-06-30,1,0.87,34.73,37.38,82.45,31.69,8.17,82.45
2016-01-07,1,0.94,47.29,33.85,62.92,23.36,7.77,62.92
2016-02-07,1,0.97,52.86,32.21,93.65,41.72,8.81,93.65
2016-03-07,1,1.05,55.31,45.07,97.02,50.59,9.15,97.02
2016-04-07,1,1.26,51.82,25.19,120.46,58.38,9.94,120.46
2016-05-07,1,1.29,59.13,29.42,172.8,72.04,8.89,172.8
2016-06-07,1,0.78,30.55,10.52,96.33,38.67,7.41,96.33
2016-07-07,1,1.06,53.01,19.99,131.48,51.43,10.98,131.48
2016-08-07,1,1.21,56.29,21.01,122.55,52.75,8.7,122.55
2016-09-07,1,0.8,37.07,23.02,74.28,34.39,9.45,74.28
2016-10-07,1,0.87,48.5,23.05,90.55,41.39,9.59,90.55
2016-11-07,1,0.81,39.93,22.13,79.94,28.33,8.95,79.94
2016-12-07,1,0.8,46.91,24.36,118.7,49.16,13.96,118.7
2016-07-13,1,0.9,47.17,43.88,90.62,41.29,13.84,90.62
2016-07-14,1,1.11,46.39,21.13,61.18,30.93,9.45,61.18
2016-07-15,1,0.9,40.16,21.26,70.35,29.28,8.19,70.35
2016-07-16,1,0.68,24.49,24.2,42.6,22.5,6.76,42.6
2016-07-17,1,0.84,40.82,22.8,56.81,12.28,8.11,56.81
2016-07-18,1,1.02,39.13,13.04,105.44,39.81,10.57,105.44
2016-07-19,1,0.78,37.45,18.19,159.08,36.61,11.39,159.08
2016-07-20,1,0.91,41.44,21.72,173.35,47.5,8.48,173.35
2016-07-21,1,1.86,42.16,21.68,174.84,44.19,9.87,174.84
2016-07-22,1,0.78,29.27,27.01,120.98,47.36,8.45,120.98
2016-07-23,1,1.18,54.47,59.03,167.57,84.0,10.01,167.57
2016-07-24,1,1.58,69.51,41.33,174.79,60.87,9.27,174.79
2016-07-25,1,1.2,52.03,30.89,135.45,28.56,7.95,135.45
2016-07-26,1,0.91,38.75,22.09,65.02,33.7,6.69,65.02
2016-07-27,1,1.22,44.22,46.37,74.42,41.71,9.77,74.42
2016-07-28,1,1.44,53.16,113.19,84.87,40.21,6.66,113.19
2016-07-31,1,0.94,36.99,22.56,58.22,10.09,9.57,58.22
2016-01-08,1,1.01,39.45,22.97,51.36,24.76,9.25,51.36
2016-07-08,1,0.84,40.09,21.25,65.08,46.78,8.44,65.08
2016-08-08,1,0.82,33.7,26.93,60.07,26.49,7.7,60.07
2016-09-08,1,1.01,38.62,24.63,79.31,32.84,9.44,79.31
2016-10-08,1,0.85,34.73,21.64,50.33,22.3,8.35,50.33
2016-11-08,1,1.01,39.76,36.22,115.71,40.43,9.2,115.71
2016-12-08,1,1.1,36.79,24.99,66.01,40.35,9.08,66.01
2016-08-13,1,1.09,41.47,24.07,73.78,38.49,8.73,73.78
2016-08-14,1,1.16,30.9,25.47,103.11,51.89,9.9,103.11
2016-08-15,1,0.54,26.61,23.95,110.0,53.48,6.44,110.0
2016-08-16,1,0.71,35.46,26.26,138.73,64.21,7.82,138.73
2016-08-17,1,1.17,51.24,67.45,114.05,62.44,9.65,114.05
2016-08-18,1,1.43,48.07,50.82,100.69,52.59,11.47,100.69
2016-08-19,1,1.32,44.09,20.37,103.97,69.35,10.91,103.97
2016-08-20,1,0.7,26.98,14.81,64.65,29.43,8.05,64.65
2016-08-21,1,0.7,28.4,12.5,62.89,27.99,8.95,62.89
2016-08-22,1,0.77,40.62,10.07,78.72,37.13,8.94,78.72
2016-08-23,1,0.82,39.76,10.13,85.28,42.43,8.89,85.28
2016-08-24,1,0.75,19.21,17.9,38.21,24.36,4.57,38.21
2016-08-25,1,1.7,44.53,14.21,99.29,50.37,8.46,99.29
2016-08-27,1,0.69,24.18,15.54,62.8,29.78,5.84,62.8
2016-08-28,1,0.86,44.32,15.18,84.85,45.95,7.32,84.85
2016-08-29,1,1.05,45.15,17.12,63.78,34.75,7.84,63.78
2016-08-30,1,0.99,45.1,9.91,66.58,31.87,8.72,66.58
2016-08-31,1,0.85,41.32,12.41,53.13,21.9,6.88,53.13
2016-01-09,1,0.96,37.55,11.36,77.9,39.03,9.16,77.9
2016-02-09,1,0.8,36.35,15.56,112.83,46.85,9.43,112.83
2016-03-09,1,0.86,34.02,10.64,119.65,49.96,8.59,119.65
2016-04-09,1,0.6,27.14,13.7,126.73,50.42,8.98,126.73
2016-05-09,1,0.6,30.5,10.62,136.73,53.78,8.83,136.73
2016-06-09,1,0.59,31.59,12.25,143.07,57.34,14.44,143.07
2016-07-09,1,0.8,36.32,12.71,155.84,63.11,16.67,155.84
2016-08-09,1,1.02,38.55,20.47,154.06,60.34,16.82,154.06
2016-09-09,1,0.81,34.69,17.11,114.55,49.75,16.82,114.55
2016-10-09,1,0.85,34.4,19.68,105.88,46.36,15.6,105.88
2016-11-09,1,1.03,38.29,18.84,134.25,55.27,13.1,134.25
2016-12-09,1,1.24,44.37,22.91,127.66,59.6,18.04,127.66
2016-09-13,1,0.84,46.08,21.55,90.09,48.08,15.66,90.09
2016-09-14,1,1.99,50.83,39.35,154.11,80.42,17.17,154.11
2016-09-15,1,1.25,63.72,32.79,140.55,69.83,17.34,140.55
2016-09-16,1,1.51,66.46,34.05,157.92,80.06,17.04,157.92
2016-09-17,1,1.47,66.82,36.0,184.87,96.01,16.37,184.87
2016-09-18,1,1.39,62.7,32.62,146.63,77.87,16.77,146.63
2016-09-19,1,2.48,80.22,49.22,204.8,106.25,15.24,204.8
2016-09-20,1,2.98,83.55,21.22,199.82,98.7,15.29,199.82
2016-09-21,1,1.42,39.22,19.99,88.92,40.13,12.06,88.92
2016-09-22,1,1.43,42.21,33.78,77.4,38.47,14.74,77.4
2016-09-23,1,1.99,63.88,46.0,129.47,61.98,12.75,129.47
2016-09-24,1,2.04,56.3,36.98,126.74,59.53,15.33,126.74
2016-09-25,1,2.54,61.49,37.32,154.8,76.34,15.06,154.8
2016-09-26,1,2.22,53.44,32.31,145.63,69.98,18.04,145.63
2016-09-27,1,1.72,79.04,95.5,161.76,82.05,7.81,161.76
2016-09-28,1,2.32,76.79,44.05,217.78,108.54,18.06,217.78
2016-09-29,1,1.73,54.2,45.29,139.3,71.98,15.53,139.3
2016-09-30,1,2.81,79.83,33.86,223.03,112.9,19.0,223.03
2016-01-10,1,2.44,58.86,26.48,168.04,83.37,19.03,168.04
2016-02-10,1,3.19,65.87,26.23,219.19,104.62,18.22,219.19
2016-03-10,1,2.55,88.91,28.56,266.27,140.48,15.35,266.27
2016-04-10,1,1.87,77.93,9.85,118.65,59.61,13.34,118.65
2016-05-10,1,2.56,83.32,21.32,196.08,97.25,16.84,196.08
2016-06-10,1,2.14,81.69,28.84,222.34,111.1,15.35,222.34
2016-07-10,1,3.36,81.34,40.41,244.51,121.8,16.64,244.51
2016-08-10,1,3.56,88.06,82.67,277.86,135.68,16.2,277.86
2016-09-10,1,2.65,90.19,54.87,238.32,113.08,13.26,238.32
2016-10-10,1,2.24,88.19,72.28,267.9,117.71,14.0,267.9
2016-11-10,1,2.7,76.45,56.21,271.93,122.18,19.71,271.93
2016-12-10,1,2.99,82.44,44.82,221.7,91.41,15.7,221.7
2016-10-13,1,2.84,76.48,46.51,236.5,96.66,20.69,236.5
2016-10-14,1,3.58,97.42,78.14,296.82,135.31,19.47,296.82
2016-10-15,1,3.03,89.75,69.31,262.88,119.55,21.07,262.88
2016-10-16,1,3.47,83.23,62.59,302.99,136.64,29.26,302.99
2016-10-17,1,3.75,95.79,64.28,341.52,151.23,28.77,341.52
2016-10-18,1,3.65,92.9,57.48,331.25,143.11,25.56,331.25
2016-10-19,1,3.5,78.02,46.22,336.58,133.44,24.26,336.58
2016-10-20,1,3.09,69.02,46.44,303.11,111.05,25.06,303.11
2016-10-21,1,2.6,68.2,43.58,349.88,129.97,27.59,349.88
2016-10-22,1,3.08,76.93,68.97,358.85,161.47,23.12,358.85
2016-10-23,1,1.83,83.32,55.02,321.3,143.35,22.05,321.3
2016-10-24,1,3.4,70.5,42.31,318.27,123.35,31.24,318.27
2016-10-25,1,3.67,91.51,51.37,355.68,154.76,32.24,355.68
2016-10-26,1,4.73,109.57,71.69,549.49,266.06,31.23,549.49
2016-10-27,1,3.88,93.99,67.62,546.92,262.0,20.0,546.92
2016-10-28,1,4.5,143.37,50.7,562.16,265.17,34.93,562.16
2016-10-29,1,4.4,113.41,47.86,613.31,316.11,30.09,613.31
2016-10-30,1,3.74,112.11,58.29,874.85,414.18,75.49,874.85
2016-10-31,1,4.0,112.84,49.49,682.67,386.34,35.46,682.67
2016-01-11,1,4.74,144.55,40.95,775.1,429.45,30.91,775.1
2016-03-11,1,4.55,123.01,51.67,495.57,253.71,30.17,495.57
2016-04-11,1,4.67,126.06,36.86,948.06,535.21,25.4,948.06
2016-06-11,1,5.75,117.16,47.01,862.87,570.4,28.99,862.87
2016-07-11,1,2.65,84.36,54.13,550.39,311.47,24.6,550.39
2016-08-11,1,2.75,103.79,60.05,459.91,258.37,30.7,459.91
2016-09-11,1,3.51,120.34,60.45,503.8,240.59,33.87,503.8
2016-10-11,1,4.9,126.68,65.17,559.49,286.33,37.67,559.49
2016-11-11,1,4.83,106.97,59.12,485.01,258.59,25.59,485.01
2016-12-11,1,3.57,102.64,58.42,388.23,215.18,32.67,388.23
2016-11-13,1,6.91,125.72,45.9,428.84,207.09,40.35,428.84
2016-11-14,1,3.82,128.26,36.76,462.74,232.86,22.56,462.74
2016-11-15,1,3.34,122.15,43.15,461.19,234.66,34.42,461.19
2016-11-16,1,2.33,115.73,37.52,440.91,218.23,34.52,440.91
2016-11-17,1,2.09,114.74,35.6,434.1,194.88,31.85,434.1
2016-11-18,1,2.85,127.23,40.2,434.53,215.22,36.37,434.53
2016-11-19,1,4.26,121.38,42.27,461.22,232.27,31.73,461.22
2016-11-20,1,5.21,106.94,39.4,462.24,227.22,31.08,462.24
2016-11-21,1,4.1,115.0,29.21,390.78,170.54,43.03,390.78
2016-11-22,1,4.1,96.94,32.0,338.22,151.58,32.1,338.22
2016-11-23,1,4.1,121.34,32.53,484.43,225.07,35.61,484.43
2016-11-24,1,1.69,84.68,41.86,417.75,170.57,33.51,417.75
2016-11-25,1,1.09,69.73,45.19,295.66,121.2,38.35,295.66
2016-11-26,1,1.39,82.32,39.79,273.6,61.31,35.43,273.6
2016-11-27,1,1.33,78.19,38.86,244.99,34.26,45.66,244.99
2016-11-28,1,3.63,130.93,37.32,424.33,172.19,38.77,424.33
2016-11-29,1,5.23,112.54,11.39,465.71,62.37,28.12,465.71
2016-11-30,1,3.84,69.98,16.31,395.77,212.41,24.56,395.77
2016-01-12,1,3.01,90.65,15.57,469.74,236.88,28.48,469.74
2016-02-12,1,2.25,105.8,12.29,328.74,165.12,32.34,328.74
2016-03-12,1,3.76,103.91,2.2,369.81,194.48,28.73,369.81
2016-04-12,1,3.24,103.63,16.49,428.97,211.88,33.93,428.97
2016-05-12,1,3.98,143.26,12.6,460.19,251.32,39.6,460.19
2016-06-12,1,3.19,104.67,22.39,412.15,249.61,29.62,412.15
2016-07-12,1,3.28,92.7,15.4,384.39,227.59,28.65,384.39
2016-08-12,1,4.27,78.59,25.24,441.27,263.31,33.08,441.27
2016-09-12,1,3.14,95.8,15.81,333.44,205.49,27.8,333.44
2016-10-12,1,2.35,74.93,27.91,259.32,169.24,29.52,259.32
2016-11-12,1,3.71,84.46,24.93,354.0,207.25,30.45,354.0
2016-12-12,1,4.0,89.46,21.89,433.89,227.4,29.52,433.89
2016-12-13,1,3.12,74.43,22.91,370.15,181.88,25.28,370.15
2016-12-14,1,2.0,79.5,29.03,317.37,151.2,26.45,317.37
2016-12-15,1,3.48,90.07,29.94,409.26,203.05,38.84,409.26
2016-12-16,1,3.81,97.28,30.34,457.72,262.9,32.2,457.72
2016-12-17,1,3.16,84.59,38.72,373.81,240.65,30.2,373.81
2016-12-18,1,3.29,91.92,20.69,447.48,281.52,33.46,447.48
2016-12-19,1,1.51,75.14,16.18,304.14,174.92,38.16,304.14
2016-12-20,1,1.46,61.45,25.12,296.23,127.14,33.79,296.23
2016-12-21,1,2.08,76.48,18.17,323.33,152.31,38.06,323.33
2016-12-22,1,5.41,102.1,25.75,537.21,113.09,30.5,537.21
2017-02-01,1,2.52,72.38,24.14,288.7,6.17,24.93,288.7
2017-03-01,1,4.13,54.22,31.56,388.76,14.98,25.75,388.76
2017-04-01,1,2.95,61.34,32.16,272.72,81.89,23.86,272.72
2017-05-01,1,3.67,62.67,28.26,352.08,241.73,24.87,352.08
2017-06-01,1,1.77,40.76,13.86,186.66,171.75,23.16,186.66
2017-07-01,1,1.53,46.04,27.28,169.47,55.57,23.31,169.47
2017-08-01,1,2.03,63.92,23.99,244.39,186.66,25.9,244.39
2017-09-01,1,1.66,57.13,35.64,196.81,134.08,25.56,196.81
2017-10-01,1,1.75,66.96,35.4,220.79,155.51,26.64,220.79
2017-11-01,1,2.71,74.87,42.16,347.29,256.52,28.18,347.29
2017-12-01,1,2.72,82.72,41.52,393.21,73.97,34.79,393.21
2017-01-13,1,6.56,111.27,21.63,642.98,352.18,32.61,642.98
2017-01-14,1,1.19,52.77,93.37,185.75,96.61,25.9,185.75
2017-01-15,1,2.21,69.9,25.6,310.48,216.87,29.51,310.48
2017-01-16,1,1.19,44.07,29.57,167.29,122.4,25.28,167.29
2017-01-17,1,2.06,81.06,20.63,264.54,128.2,27.64,264.54
2017-01-18,1,1.74,73.98,35.15,230.67,169.86,25.03,230.67
2017-01-19,1,1.36,60.84,40.3,204.99,116.7,24.61,204.99
2017-01-22,1,1.3,61.05,62.58,227.88,34.62,25.29,227.88
2017-01-23,1,2.82,92.48,33.0,363.63,245.88,27.08,363.63
2017-01-24,1,4.96,86.33,26.3,454.19,299.41,28.51,454.19
2017-01-25,1,1.66,64.54,17.66,227.28,190.23,27.01,227.28
2017-01-26,1,0.99,38.36,27.84,62.27,32.53,23.58,62.27
2017-01-27,1,1.28,44.75,24.37,184.44,99.49,24.86,184.44
2017-01-29,1,1.82,56.44,58.11,286.11,17.22,24.63,286.11
2017-01-30,1,2.88,70.83,29.69,362.22,21.04,27.44,362.22
2017-01-31,1,1.76,67.31,27.65,226.68,131.84,25.14,226.68
2017-01-02,1,3.84,78.69,33.35,381.72,239.39,28.27,381.72
2017-02-02,1,3.46,79.73,27.13,380.87,240.23,25.78,380.87
2017-03-02,1,3.71,70.18,25.63,400.24,251.83,25.01,400.24
2017-04-02,1,1.41,44.93,30.37,248.31,171.18,25.37,248.31
2017-05-02,1,2.68,51.64,29.32,362.95,221.32,25.57,362.95
2017-06-02,1,1.24,57.53,33.26,205.44,83.27,24.23,205.44
2017-07-02,1,1.58,64.66,36.27,269.53,134.88,24.39,269.53
